,DrugBank ID,Name,Type,protein_id,UniProt Name,Esophagus,Brain,Uterus,Lung,Skin,Testis,Small intestine,Adrenal gland,Pancreas,Muscle,Blood,Colon,Liver,Heart,Adipose tissue,Kidney,Thyroid,Spleen,Bladder,Ovary,Prostate,Stomach,Blood vessel,Nerve,Breast,Salivary gland,Vagina
841,DB00996,Gabapentin,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,DB01054,Nitrendipine,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,DB04838,Cyclandelate,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,DB06712,Nilvadipine,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,DB00252,Phenytoin,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,DB00343,Diltiazem,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,DB00381,Amlodipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,DB00393,Nimodipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,DB00568,Cinnarizine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,DB00661,Verapamil,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,DB01115,Nifedipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,DB04920,Clevidipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,DB06751,Drotaverine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,0.0,4.76,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.663,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,DB00316,Acetaminophen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,DB00350,Minoxidil,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,DB00461,Nabumetone,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,DB00465,Ketorolac,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,DB00469,Tenoxicam,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,DB00500,Tolmetin,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,DB00586,Diclofenac,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,DB00711,Diethylcarbamazine,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,DB00784,Mefenamic acid,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,DB00788,Naproxen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,DB00812,Phenylbutazone,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,DB00814,Meloxicam,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,DB00861,Diflunisal,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,DB00936,Salicylic acid,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,DB00939,Meclofenamic acid,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,DB00963,Bromfenac,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,DB00991,Oxaprozin,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,DB01009,Ketoprofen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,DB01283,Lumiracoxib,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,DB01397,Magnesium salicylate,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,DB01399,Salsalate,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,DB01419,Antrafenine,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,DB01435,Antipyrine,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,DB01600,Tiaprofenic acid,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,DB06725,Lornoxicam,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,DB06802,Nepafenac,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,0.0,4.667,0.0,4.47,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,DB00480,Lenalidomide,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,0.0,3.1630000000000003,3.0210000000000004,4.601,0.0,0.0,0.0,0.0,0.0,0.0,4.776,3.3,3.123,4.582,0.0,0.0,0.0,0.0,3.0439999999999996,0.0,0.0,0.0,4.573,0.0,0.0,0.0,0.0
948,DB00482,Celecoxib,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,0.0,3.1630000000000003,3.0210000000000004,4.601,0.0,0.0,0.0,0.0,0.0,0.0,4.776,3.3,3.123,4.582,0.0,0.0,0.0,0.0,3.0439999999999996,0.0,0.0,0.0,4.573,0.0,0.0,0.0,0.0
956,DB00536,Guanidine,SmallMoleculeDrug,P05091,"Aldehyde dehydrogenase, mitochondrial",3.235,4.934,0.0,3.49,0.0,0.0,0.0,0.0,0.0,4.66,3.04,0.0,4.8839999999999995,3.971,4.646,3.2769999999999997,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0
957,DB00822,Disulfiram,SmallMoleculeDrug,P05091,"Aldehyde dehydrogenase, mitochondrial",3.235,4.934,0.0,3.49,0.0,0.0,0.0,0.0,0.0,4.66,3.04,0.0,4.8839999999999995,3.971,4.646,3.2769999999999997,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0
958,DB01087,Primaquine,SmallMoleculeDrug,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],0.0,4.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,DB00205,Pyrimethamine,SmallMoleculeDrug,P00374,Dihydrofolate reductase,0.0,4.122,0.0,0.0,0.0,3.556,0.0,0.0,0.0,0.0,0.0,0.0,3.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,DB01131,Proguanil,SmallMoleculeDrug,P00374,Dihydrofolate reductase,0.0,4.122,0.0,0.0,0.0,3.556,0.0,0.0,0.0,0.0,0.0,0.0,3.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,DB06813,Pralatrexate,SmallMoleculeDrug,P00374,Dihydrofolate reductase,0.0,4.122,0.0,0.0,0.0,3.556,0.0,0.0,0.0,0.0,0.0,0.0,3.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,DB00396,Progesterone,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase",0.0,4.556,0.0,0.0,0.0,3.8710000000000004,0.0,4.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2239999999999998,0.0,0.0,0.0,3.6180000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,DB05812,Abiraterone,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase",0.0,4.556,0.0,0.0,0.0,3.8710000000000004,0.0,4.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2239999999999998,0.0,0.0,0.0,3.6180000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,DB00175,Pravastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0.0,4.976,0.0,0.0,0.0,4.0889999999999995,0.0,0.0,0.0,0.0,4.548,0.0,4.6739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,DB00227,Lovastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0.0,4.976,0.0,0.0,0.0,4.0889999999999995,0.0,0.0,0.0,0.0,4.548,0.0,4.6739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,DB00641,Simvastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0.0,4.976,0.0,0.0,0.0,4.0889999999999995,0.0,0.0,0.0,0.0,4.548,0.0,4.6739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,DB01076,Atorvastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0.0,4.976,0.0,0.0,0.0,4.0889999999999995,0.0,0.0,0.0,0.0,4.548,0.0,4.6739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,DB01095,Fluvastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0.0,4.976,0.0,0.0,0.0,4.0889999999999995,0.0,0.0,0.0,0.0,4.548,0.0,4.6739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,DB01098,Rosuvastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0.0,4.976,0.0,0.0,0.0,4.0889999999999995,0.0,0.0,0.0,0.0,4.548,0.0,4.6739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,DB08860,Pitavastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0.0,4.976,0.0,0.0,0.0,4.0889999999999995,0.0,0.0,0.0,0.0,4.548,0.0,4.6739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,DB00179,Masoprocol,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase,0.0,4.548,0.0,3.036,0.0,0.0,0.0,0.0,0.0,0.0,3.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,DB00471,Montelukast,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase,0.0,4.548,0.0,3.036,0.0,0.0,0.0,0.0,0.0,0.0,3.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,DB00255,Diethylstilbestrol,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,DB00257,Clotrimazole,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,DB00499,Flutamide,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,DB00682,Warfarin,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,DB00754,Ethotoin,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,DB01045,Rifampicin,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,DB01138,Sulfinpyrazone,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,DB01229,Paclitaxel,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,DB01248,Docetaxel,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,DB08864,Rilpivirine,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,0.0,0.0,0.0,0.0,0.0,0.0,3.1069999999999998,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,DB00266,Dicoumarol,SmallMoleculeDrug,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,0.0,4.7010000000000005,0.0,4.455,0.0,0.0,0.0,0.0,3.625,0.0,0.0,0.0,3.2710000000000004,0.0,0.0,4.5360000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4.336,0.0,0.0,0.0,0.0
1027,DB00498,Phenindione,SmallMoleculeDrug,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,0.0,4.7010000000000005,0.0,4.455,0.0,0.0,0.0,0.0,3.625,0.0,0.0,0.0,3.2710000000000004,0.0,0.0,4.5360000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4.336,0.0,0.0,0.0,0.0
1028,DB00946,Phenprocoumon,SmallMoleculeDrug,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,0.0,4.7010000000000005,0.0,4.455,0.0,0.0,0.0,0.0,3.625,0.0,0.0,0.0,3.2710000000000004,0.0,0.0,4.5360000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4.336,0.0,0.0,0.0,0.0
1029,DB01418,Acenocoumarol,SmallMoleculeDrug,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,0.0,4.7010000000000005,0.0,4.455,0.0,0.0,0.0,0.0,3.625,0.0,0.0,0.0,3.2710000000000004,0.0,0.0,4.5360000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4.336,0.0,0.0,0.0,0.0
1030,DB01022,Phylloquinone,SmallMoleculeDrug,P02818,Osteocalcin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.216,3.0260000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,DB00619,Imatinib,SmallMoleculeDrug,P00519,Tyrosine-protein kinase ABL1,0.0,4.838,0.0,4.533,3.429,0.0,0.0,0.0,0.0,0.0,3.1710000000000003,0.0,4.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,DB01254,Dasatinib,SmallMoleculeDrug,P00519,Tyrosine-protein kinase ABL1,0.0,4.838,0.0,4.533,3.429,0.0,0.0,0.0,0.0,0.0,3.1710000000000003,0.0,4.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,DB04868,Nilotinib,SmallMoleculeDrug,P00519,Tyrosine-protein kinase ABL1,0.0,4.838,0.0,4.533,3.429,0.0,0.0,0.0,0.0,0.0,3.1710000000000003,0.0,4.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,DB06616,Bosutinib,SmallMoleculeDrug,P00519,Tyrosine-protein kinase ABL1,0.0,4.838,0.0,4.533,3.429,0.0,0.0,0.0,0.0,0.0,3.1710000000000003,0.0,4.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,DB01016,Glyburide,SmallMoleculeDrug,O95477,ATP-binding cassette sub-family A member 1,0.0,3.639,0.0,0.0,4.511,0.0,0.0,0.0,0.0,0.0,3.0439999999999996,0.0,4.746,0.0,3.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,DB01599,Probucol,SmallMoleculeDrug,O95477,ATP-binding cassette sub-family A member 1,0.0,3.639,0.0,0.0,4.511,0.0,0.0,0.0,0.0,0.0,3.0439999999999996,0.0,4.746,0.0,3.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,DB00222,Glimepiride,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8,0.0,4.606,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,4.5169999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,DB00672,Chlorpropamide,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8,0.0,4.606,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,4.5169999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,DB00839,Tolazamide,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8,0.0,4.606,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,4.5169999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,DB01124,Tolbutamide,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8,0.0,4.606,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,4.5169999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,DB01251,Gliquidone,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8,0.0,4.606,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,4.5169999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
